Geometry X Y;Geometry;INSEE;CHOM75;CHOM82;CHOM90;CHOM99;CHOM2006;CHOM2007;CHOM2008;Chom2009;TxChom2009
48.2590870986, 2.71139197173;"{""type"": ""Polygon"", ""coordinates"": [[[2.727925695837835, 48.25730484112858], [2.752138603904695, 48.2459959160644], [2.749341916590907, 48.24315561372451], [2.73836095947823, 48.24875246952665], [2.718043316580092, 48.23976769929392], [2.708823566161452, 48.239942349419515], [2.70709142622218, 48.24236697196122], [2.698965393287002, 48.24867895757661], [2.700755000271313, 48.254113540959764], [2.693961831155931, 48.25695885078683], [2.694768283348728, 48.262423619606984], [2.686080152455212, 48.26799913694343], [2.684866790215525, 48.27366805695418], [2.693839015484417, 48.27569924507517], [2.69176313714486, 48.28695522964239], [2.717982596511812, 48.269064857400274], [2.727925695837835, 48.25730484112858]]]}";77333;253.0;528.0;660.0;925.0;731;778.1;797.46;808.74;13.903544
48.2485060505, 2.96042050554;"{""type"": ""Polygon"", ""coordinates"": [[[3.007338525567825, 48.26557577218616], [2.987292934749331, 48.25170087026271], [2.987459804711812, 48.221916815863295], [2.982399158549082, 48.21975178199362], [2.97285362627524, 48.21722527087648], [2.973175884080506, 48.227816539223696], [2.93675846325215, 48.23016558583884], [2.921216695421434, 48.23509419537122], [2.929193431555108, 48.27123810291084], [2.946773382489027, 48.27136918008175], [2.957742987322385, 48.259771934325045], [2.989312691030878, 48.27350506585272], [3.007338525567825, 48.26557577218616]]]}";77115;3.0;10.0;20.0;17.0;27;26.25;19.43;20.21;7.806689
48.2533922954, 2.50748525828;"{""type"": ""Polygon"", ""coordinates"": [[[2.540548925430775, 48.26443584786248], [2.534435902171659, 48.261353430874614], [2.542166004158156, 48.254784214918296], [2.534408583676757, 48.250985420034425], [2.506253675090393, 48.23861319675654], [2.484084413828444, 48.23886932193395], [2.476023659258755, 48.244562701872454], [2.47867725784742, 48.24985578337419], [2.468580328673309, 48.25534437764519], [2.476937154793057, 48.25832864617458], [2.505532285915234, 48.26028554180729], [2.518434546151076, 48.27179348256517], [2.524832320784941, 48.271702024732285], [2.524262040220537, 48.266874132034324], [2.53703763894699, 48.26876743936512], [2.540548925430775, 48.26443584786248]]]}";77198;0.0;4.0;3.0;4.0;7;7.19;7.33;6.34;6.25
48.2617102724, 2.45118958517;"{""type"": ""Polygon"", ""coordinates"": [[[2.476937154793057, 48.25832864617458], [2.468580328673309, 48.25534437764519], [2.450512141146374, 48.250400492720644], [2.44630857159275, 48.25527846555358], [2.430338892910679, 48.255355920392255], [2.419733806342322, 48.266838374363445], [2.473617480703299, 48.27057118459827], [2.476937154793057, 48.25832864617458]]]}";77046;1.0;3.0;5.0;14.0;11;11.0;11.0;11.13;5.97899
48.1992326281, 2.66593537732;"{""type"": ""Polygon"", ""coordinates"": [[[2.689554612472718, 48.18345220740149], [2.692141803051231, 48.172797371368446], [2.684277902701672, 48.16897329221148], [2.670412396630117, 48.18424791597319], [2.656021402170991, 48.18160998636079], [2.648962253343933, 48.1859280250708], [2.626254289812149, 48.20221132744688], [2.628264200077988, 48.206269825213376], [2.63910275190749, 48.21231997717404], [2.683921284895762, 48.22256779633063], [2.695272348779658, 48.20466468538224], [2.694723762556559, 48.20129435159224], [2.688278031508988, 48.2009100037262], [2.689554612472718, 48.18345220740149]]]}";77045;8.0;22.0;16.0;29.0;29;28.81;29.0;29.21;8.606755
48.1901562756, 2.81362265342;"{""type"": ""Polygon"", ""coordinates"": [[[2.863271289493755, 48.21461640289271], [2.856423307043488, 48.20945061904973], [2.853425289890282, 48.19785535506479], [2.846564418002947, 48.197733721096064], [2.837478590296442, 48.165923905136786], [2.822986319560201, 48.16570862209947], [2.810724776803661, 48.16112989355001], [2.810314800560703, 48.16613127478866], [2.801809211560408, 48.16546940086821], [2.794232656585402, 48.16845475163205], [2.791894453003795, 48.16407603173321], [2.781210016308676, 48.16727492219905], [2.786661906619127, 48.18923023625618], [2.795873893561843, 48.19072178656926], [2.789566740653629, 48.201205260497886], [2.776339243258287, 48.20062813069348], [2.778437634843403, 48.20523295240169], [2.767710195742668, 48.21081366937422], [2.784116272874974, 48.217547952078085], [2.793303275145812, 48.21720540990442], [2.807864928608038, 48.208890620843896], [2.825385110519781, 48.202386585939756], [2.861914314840237, 48.217383369954895], [2.863271289493755, 48.21461640289271]]]}";77071;9.0;19.0;24.0;35.0;32;32.12;36.69;37.37;8.154506
48.149005225, 2.82680675017;"{""type"": ""Polygon"", ""coordinates"": [[[2.866800383286588, 48.15620405725116], [2.836289110647999, 48.134069884008156], [2.808137551430261, 48.130243714345006], [2.800375233145787, 48.131867549311195], [2.796812430590737, 48.141827449629915], [2.798617836756737, 48.15264660979213], [2.810724776803661, 48.16112989355001], [2.822986319560201, 48.16570862209947], [2.837478590296442, 48.165923905136786], [2.848545945418401, 48.16639572360775], [2.859696065769108, 48.15539199512671], [2.866800383286588, 48.15620405725116]]]}";77050;3.0;3.0;12.0;23.0;30;30.58;28.83;28.44;11.764709
48.1405916745, 2.49250328153;"{""type"": ""Polygon"", ""coordinates"": [[[2.505910172060831, 48.156560618008534], [2.537306040006835, 48.14029621805958], [2.52158564148163, 48.125144768391685], [2.476270345744547, 48.129832320108015], [2.464905648592532, 48.12929742826737], [2.454292022736737, 48.12243925445806], [2.441766808374227, 48.1247626866881], [2.444078283265934, 48.13172925529058], [2.46006196118671, 48.13688311902448], [2.47178145702163, 48.15035815697844], [2.476800697299925, 48.15602941522591], [2.483087378631727, 48.164622677473616], [2.505910172060831, 48.156560618008534]]]}";77027;7.0;14.0;26.0;44.0;47;49.21;50.68;40.4;7.797271
48.931987285, 1.64244248269;"{""type"": ""Polygon"", ""coordinates"": [[[1.65645844501306, 48.939943891152886], [1.665086416031479, 48.94093919723995], [1.65972685783032, 48.932526014437414], [1.655618445169582, 48.92357145650981], [1.645483412526755, 48.92127130225866], [1.618114926214888, 48.933081284828184], [1.629192957592954, 48.94112731205146], [1.650905176711091, 48.935782868107616], [1.65645844501306, 48.939943891152886]]]}";78234;4.0;3.0;3.0;3.0;2;2.0;1.99;1.95;2.857143
48.9263056537, 1.69456365111;"{""type"": ""Polygon"", ""coordinates"": [[[1.71224352380539, 48.92545978958494], [1.708842169327657, 48.918156785924545], [1.702368762344623, 48.912176622897285], [1.690233768488842, 48.92098473473767], [1.677257983730492, 48.92289803370725], [1.673733004752616, 48.9334175166285], [1.70294815218094, 48.93625422749548], [1.71224352380539, 48.92545978958494]]]}";78677;3.0;4.0;9.0;12.0;20;18.15;18.07;18.0;7.086614
48.9232267868, 2.44504523781;"{""type"": ""Polygon"", ""coordinates"": [[[2.474408130836915, 48.91844142861768], [2.475453091480148, 48.91638980707358], [2.455872373718849, 48.91041366230759], [2.413579224799972, 48.91933473667404], [2.422740291489007, 48.93011957524075], [2.444105511477534, 48.93265549976299], [2.442532065625693, 48.93728825337894], [2.455391633286996, 48.93767134066698], [2.463919499377902, 48.93089060979959], [2.461997235277628, 48.920919710280565], [2.474408130836915, 48.91844142861768]]]}";93029;1725.0;2826.0;3311.0;5216.0;5319;5065.36;5094.73;5161.37;16.192089
48.9207155451, 1.663338509;"{""type"": ""Polygon"", ""coordinates"": [[[1.677257983730492, 48.92289803370725], [1.666021952135703, 48.913147070622664], [1.667369536533985, 48.906302246094356], [1.662738185637308, 48.90377493056385], [1.658451995235429, 48.907967314188326], [1.65530008883616, 48.91296669989292], [1.645483412526755, 48.92127130225866], [1.655618445169582, 48.92357145650981], [1.65972685783032, 48.932526014437414], [1.673733004752616, 48.9334175166285], [1.677257983730492, 48.92289803370725]]]}";78072;5.0;2.0;6.0;10.0;5;5.07;5.96;5.98;4.379563
48.9107941016, 1.720383821;"{""type"": ""Polygon"", ""coordinates"": [[[1.729521353627999, 48.93102966273517], [1.731704042756, 48.92328925209862], [1.749028070010671, 48.91124809918748], [1.731040776203806, 48.90271868924309], [1.722296191850517, 48.88954216554442], [1.717304317193147, 48.890675299671685], [1.696758759296212, 48.89966297291952], [1.70090046377825, 48.903247355078726], [1.695590952995139, 48.90559183761012], [1.702368762344623, 48.912176622897285], [1.708842169327657, 48.918156785924545], [1.71224352380539, 48.92545978958494], [1.715398044027034, 48.9318440564844], [1.724262486336843, 48.932458469142844], [1.729521353627999, 48.93102966273517]]]}";78020;8.0;13.0;18.0;27.0;26;26.71;27.08;24.31;5.399567
48.878916995, 3.36519787272;"{""type"": ""Polygon"", ""coordinates"": [[[3.399739469548304, 48.86648909004441], [3.395607664964752, 48.866428574384244], [3.392437878226898, 48.84939697259904], [3.397122510060896, 48.839658350704326], [3.391548878396907, 48.83767746948587], [3.386890115245548, 48.840292646533356], [3.354996447464738, 48.83839641568282], [3.351325250237458, 48.85412295934184], [3.3618259887628, 48.86106208879463], [3.359292251201248, 48.865113963376295], [3.353970031186658, 48.867490879421965], [3.35288865197303, 48.871943353352606], [3.326453239921844, 48.90001077144217], [3.330310782328338, 48.90873694776586], [3.346879174436578, 48.917045513045714], [3.353486856696932, 48.91519716496473], [3.360677898865728, 48.91850550501053], [3.368087490885831, 48.92834975509967], [3.376465886304818, 48.90934231178258], [3.370704148083691, 48.90521261218481], [3.36947069756033, 48.89312737594829], [3.383708906240789, 48.88918437829122], [3.383852468668012, 48.871947578884296], [3.39286532588273, 48.87238099796667], [3.398432987672679, 48.87646113540689], [3.405915609712633, 48.87603666071161], [3.399739469548304, 48.86648909004441]]]}";77492;11.0;12.0;24.0;40.0;39;39.85;45.75;45.37;12.712478
48.9145790508, 2.75722605199;"{""type"": ""Polygon"", ""coordinates"": [[[2.775584611949087, 48.9103799072639], [2.760702089765337, 48.90423998589538], [2.727311409408261, 48.9029651349374], [2.736469025955536, 48.9238689362709], [2.751666218633295, 48.923221229001804], [2.763038083536167, 48.920526458856145], [2.771052158881243, 48.92409344659], [2.777354057405518, 48.920678988291485], [2.78664816264936, 48.9283407196883], [2.790327674395982, 48.92923446134202], [2.793270857092048, 48.9227658153759], [2.775584611949087, 48.9103799072639]]]}";77234;2.0;9.0;12.0;12.0;19;19.0;19.18;19.03;5.539357
48.907742923, 1.83939666496;"{""type"": ""Polygon"", ""coordinates"": [[[1.854048446713015, 48.92602989608895], [1.87134726062508, 48.923781488292086], [1.878447176761909, 48.91896300088145], [1.87722457001659, 48.90952450927926], [1.868662219411392, 48.90750230656167], [1.86952466548496, 48.90428636840479], [1.857577190966127, 48.89837347875844], [1.858523217856721, 48.89078740730185], [1.835560111068897, 48.88508633399944], [1.805646664217786, 48.898683391077796], [1.804629781901229, 48.91211415835807], [1.809049671424637, 48.921163599821746], [1.816991946677955, 48.922450025227015], [1.829093969782168, 48.9266951505312], [1.829891394751203, 48.922112283653895], [1.840627911799173, 48.92107125857876], [1.854048446713015, 48.92602989608895]]]}";78380;43.0;165.0;185.0;215.0;211;209.88;209.05;225.75;8.290339
48.9078940941, 2.5467191915;"{""type"": ""Polygon"", ""coordinates"": [[[2.56514397317898, 48.90841324957588], [2.546195266411627, 48.89888111790923], [2.538560294607233, 48.89971318165123], [2.532022940405973, 48.89529106698671], [2.529967366188821, 48.90331614824501], [2.521114533018832, 48.903384705953286], [2.538286001306138, 48.909443907167066], [2.544502481289414, 48.91812886366087], [2.55282552228311, 48.91486704477703], [2.559198722331282, 48.921257739577236], [2.564799840070087, 48.91369273331533], [2.560081191565751, 48.91113907709231], [2.56514397317898, 48.90841324957588]]]}";93014;529.0;1055.0;1798.0;2775.0;2793;2630.0;2680.44;2794.8;22.208354
48.9084363024, 2.50315825802;"{""type"": ""Polygon"", ""coordinates"": [[[2.511164493086809, 48.90177259660924], [2.507824614410197, 48.89841432556863], [2.502289889428299, 48.89932174240873], [2.50019130477441, 48.89577260252375], [2.495451353705484, 48.89778467122522], [2.49986570528662, 48.90462198951779], [2.490350919643315, 48.906865377725666], [2.491964728007017, 48.916908172650324], [2.50703472336872, 48.91869430596831], [2.510116563627913, 48.910290389103366], [2.52128320616043, 48.91208049431819], [2.511164493086809, 48.90177259660924]]]}";93057;359.0;620.0;784.0;1099.0;1093;1084.87;1100.52;1144.12;10.59881
48.9041137877, 1.55704302537;"{""type"": ""Polygon"", ""coordinates"": [[[1.575597988659835, 48.89914450088619], [1.568078334816541, 48.896746904942205], [1.568610530704028, 48.89320716977817], [1.563456729845702, 48.890474419013906], [1.538991090005647, 48.90483014975527], [1.538167321831758, 48.908547592361785], [1.545404025342049, 48.911601700271675], [1.541733284975592, 48.915892960141036], [1.565888823511355, 48.912137490914056], [1.575597988659835, 48.89914450088619]]]}";78413;1.0;3.0;6.0;15.0;18;18.0;17.8;17.75;8.490564
48.8918055453, 1.62641775332;"{""type"": ""Polygon"", ""coordinates"": [[[1.658451995235429, 48.907967314188326], [1.65012310812253, 48.89761145795345], [1.65136491840624, 48.89065826599908], [1.637748621506666, 48.88524281031664], [1.636087169231957, 48.878325922296725], [1.625369391193332, 48.88504943843523], [1.611997994877292, 48.876233011704265], [1.607255765198596, 48.87699420088631], [1.595327570747631, 48.88873434293441], [1.599810945812484, 48.89814322304046], [1.622387827490964, 48.89418581702451], [1.624934503551694, 48.897304345984786], [1.635229364715628, 48.89560540313342], [1.640913786837269, 48.90848233919621], [1.65006540623732, 48.90671212589703], [1.65530008883616, 48.91296669989292], [1.658451995235429, 48.907967314188326]]]}";78417;1.0;4.0;3.0;11.0;5;5.0;5.07;5.09;3.597122
48.8970058278, 2.15269515451;"{""type"": ""Polygon"", ""coordinates"": [[[2.16112383675809, 48.90807479067452], [2.174168376924793, 48.8990024189425], [2.169173405488213, 48.89578476533109], [2.158398617244826, 48.88059758514121], [2.144957485111146, 48.88339951853268], [2.145221869955551, 48.89262657504505], [2.133659340677327, 48.90636064507679], [2.131310654718704, 48.905884743779225], [2.125887496323764, 48.907619457779326], [2.131871602430925, 48.91209977238737], [2.140377557521119, 48.91056795961737], [2.14350399128636, 48.90300136601164], [2.16112383675809, 48.90807479067452]]]}";78146;420.0;864.0;764.0;1079.0;1229;1178.47;1113.79;1056.74;6.93862
48.8957735939, 1.65926821048;"{""type"": ""Polygon"", ""coordinates"": [[[1.662738185637308, 48.90377493056385], [1.669034076198697, 48.89614981220929], [1.667749348011912, 48.889262591922474], [1.662359476463574, 48.88747723293802], [1.651749537311346, 48.88749500739876], [1.65136491840624, 48.89065826599908], [1.65012310812253, 48.89761145795345], [1.658451995235429, 48.907967314188326], [1.662738185637308, 48.90377493056385]]]}";78185;1.0;3.0;6.0;15.0;10;10.0;9.77;9.41;4.651164
48.8853382841, 2.79333111505;"{""type"": ""Polygon"", ""coordinates"": [[[2.801398628897303, 48.907579956601154], [2.8032040897457, 48.895000476591235], [2.808304758164399, 48.89497054516609], [2.806790693339152, 48.887746465342836], [2.811948513927064, 48.888066857357586], [2.803607236685923, 48.876941023771], [2.80041912762232, 48.86256532923707], [2.786685638660384, 48.86017420886118], [2.79176084007057, 48.87115243534627], [2.777391327067338, 48.875660289194336], [2.777358711261702, 48.8812090430198], [2.777490997778744, 48.88690104800205], [2.786672805327702, 48.89490491459786], [2.774979494149358, 48.90209974720471], [2.792466901637442, 48.90356011903677], [2.794253362223682, 48.90821208601155], [2.801398628897303, 48.907579956601154]]]}";77132;14.0;28.0;58.0;92.0;92;92.0;91.69;91.05;6.253466
48.8986154582, 2.25603123693;"{""type"": ""Polygon"", ""coordinates"": [[[2.284129583015453, 48.902235424488], [2.270998704791243, 48.89834376210141], [2.253681821747118, 48.886911686364], [2.233740627081346, 48.89567240516709], [2.231615939390013, 48.90069743157957], [2.258206037857804, 48.90609644892034], [2.263339404187224, 48.90336605777725], [2.266377055034428, 48.90639852662834], [2.2743278595428, 48.90831859735], [2.284129583015453, 48.902235424488]]]}";92026;1078.0;2237.0;2494.0;3267.0;4340;4198.82;4400.94;4316.91;8.711848
48.892152993, 2.71298898099;"{""type"": ""Polygon"", ""coordinates"": [[[2.724446714471544, 48.90295690820777], [2.730500805709229, 48.892306597592466], [2.727973715467745, 48.88313354173738], [2.704270368046425, 48.880667309275026], [2.702854517219135, 48.88651722912987], [2.693399777857935, 48.88777916286139], [2.693023228000232, 48.8999297122781], [2.705953576417218, 48.89617459731809], [2.711709185986582, 48.89977098474525], [2.70731098683997, 48.90261809990335], [2.716018880337946, 48.905053569641545], [2.724446714471544, 48.90295690820777]]]}";77464;111.0;294.0;231.0;423.0;383;385.17;385.93;433.0;8.758521
48.8915417834, 2.45819932147;"{""type"": ""Polygon"", ""coordinates"": [[[2.473070222985967, 48.887830411335926], [2.464943458928238, 48.87805680422527], [2.451923959180224, 48.8785203054606], [2.454129112298086, 48.88409091703052], [2.444094792055498, 48.884702460355314], [2.439083600535384, 48.893298649004635], [2.441631055006405, 48.89839524167204], [2.470046762218971, 48.90506529599146], [2.469472326232757, 48.89939150509684], [2.474570271692522, 48.89816245763789], [2.473070222985967, 48.887830411335926]]]}";93053;805.0;1493.0;1969.0;2864.0;3170;3111.71;3315.05;3417.27;17.211903
48.880467182, 2.10965375558;"{""type"": ""Polygon"", ""coordinates"": [[[2.11064463187936, 48.88763524793301], [2.119768553958923, 48.87806662744952], [2.109267434491123, 48.87273142473744], [2.101849703807694, 48.87305812112975], [2.106780751985909, 48.879812774425716], [2.101014577084062, 48.8852866242858], [2.108834022269545, 48.88993380630401], [2.11064463187936, 48.88763524793301]]]}";78502;74.0;135.0;147.0;175.0;186;187.0;191.42;189.88;6.711588
49.1745472318, 2.11352663758;"{""type"": ""Polygon"", ""coordinates"": [[[2.157974664872724, 49.1725827930774], [2.147851341628343, 49.16576811695659], [2.137613397817878, 49.17446476251359], [2.129308737959923, 49.17601480423364], [2.125880014592987, 49.15987564000015], [2.117258020812145, 49.15307897938047], [2.086907041970701, 49.16061583196781], [2.087086686884482, 49.16305325299077], [2.077314969652107, 49.16200642690687], [2.072857883416769, 49.169801969114154], [2.07615172610231, 49.173262458150276], [2.076160027910354, 49.17327312162974], [2.088333178205651, 49.188902635349045], [2.095250483984806, 49.19012979517852], [2.10926856635795, 49.19101269366925], [2.113281127021763, 49.1866231319943], [2.127821998628468, 49.19348492493973], [2.139388350694837, 49.18466221117307], [2.146833024538915, 49.188068328349694], [2.152036735082581, 49.18358074301793], [2.162720580881101, 49.17939608973516], [2.157974664872724, 49.1725827930774]]]}";95023;8.0;8.0;12.0;31.0;32;21.08;21.03;21.0;6.034483
49.1530937398, 2.10693026728;"{""type"": ""Polygon"", ""coordinates"": [[[2.125880014592987, 49.15987564000015], [2.131435111072681, 49.152853396601344], [2.121948488906241, 49.15270115841376], [2.121101933512347, 49.14876975220598], [2.117512872874361, 49.14717865066423], [2.111528644579377, 49.143751421535846], [2.102873367549075, 49.15078442637969], [2.084794551517094, 49.15271559444323], [2.086907041970701, 49.16061583196781], [2.117258020812145, 49.15307897938047], [2.125880014592987, 49.15987564000015]]]}";95387;2.0;2.0;0.0;6.0;3;2.93;3.69;3.82;9.302326
49.1497116601, 2.26999987825;"{""type"": ""Polygon"", ""coordinates"": [[[2.294008732044124, 49.15123943764283], [2.267990992911648, 49.13939240870979], [2.263993582330154, 49.13614357975567], [2.252571818695113, 49.147268727649525], [2.241349947290221, 49.151630398327164], [2.25364561272454, 49.15271008955583], [2.261986270796252, 49.158417189694624], [2.267968083178083, 49.155822044039304], [2.286459817186864, 49.15977942793155], [2.294008732044124, 49.15123943764283]]]}";95487;182.0;602.0;780.0;828.0;819;828.63;854.12;861.6;16.94145
49.1341327906, 2.13495186462;"{""type"": ""Polygon"", ""coordinates"": [[[2.159710592348731, 49.139825046787266], [2.140644361238959, 49.11584642691549], [2.114460116533619, 49.12285800895847], [2.121186463476884, 49.13568548827109], [2.13071313720681, 49.141880981530164], [2.122969542680682, 49.144861406747985], [2.115845771878065, 49.14084616060332], [2.111528644579377, 49.143751421535846], [2.117512872874361, 49.14717865066423], [2.121101933512347, 49.14876975220598], [2.121948488906241, 49.15270115841376], [2.131435111072681, 49.152853396601344], [2.139269102011232, 49.14459382908859], [2.150318008060002, 49.1444504261927], [2.159710592348731, 49.139825046787266]]]}";95328;5.0;11.0;16.0;14.0;23;25.96;26.97;28.0;8.860759
49.134645078, 2.1034869679;"{""type"": ""Polygon"", ""coordinates"": [[[2.111528644579377, 49.143751421535846], [2.115845771878065, 49.14084616060332], [2.122969542680682, 49.144861406747985], [2.13071313720681, 49.141880981530164], [2.121186463476884, 49.13568548827109], [2.114460116533619, 49.12285800895847], [2.108578388467714, 49.123664809393006], [2.105652595015817, 49.113506141740984], [2.09211752797456, 49.11635576678552], [2.093429586325571, 49.12812107831693], [2.088476178718929, 49.12943240372118], [2.08999852155559, 49.13741225520162], [2.085481034590181, 49.139048128820015], [2.091930983467224, 49.145716694413025], [2.084703000636097, 49.14916326086554], [2.084794551517094, 49.15271559444323], [2.102873367549075, 49.15078442637969], [2.111528644579377, 49.143751421535846]]]}";95627;14.0;7.0;23.0;29.0;20;20.0;20.29;19.56;5.819695
49.1349484692, 1.90873456037;"{""type"": ""Polygon"", ""coordinates"": [[[1.924179810628085, 49.139867614498634], [1.933920070726176, 49.13207844724805], [1.931393413086634, 49.129353708196405], [1.91524616969843, 49.126660609137204], [1.896314370150521, 49.12757869544498], [1.882982713058784, 49.13786851644774], [1.893411917402754, 49.14409640966882], [1.901676705007526, 49.13953270305494], [1.914540476585491, 49.14511135874132], [1.924179810628085, 49.139867614498634]]]}";95438;0.0;1.0;2.0;5.0;3;3.25;5.17;5.07;6.17284
49.1154175492, 2.44091291332;"{""type"": ""Polygon"", ""coordinates"": [[[2.439131105394289, 49.141732773805664], [2.435497144166486, 49.13403818967656], [2.423340762384777, 49.13247092141333], [2.414211108820605, 49.12617804943019], [2.415707416717967, 49.12232347296844], [2.425923993933817, 49.11739606419557], [2.430567783992094, 49.114636035934126], [2.461213890439956, 49.136711087740146], [2.471421530741506, 49.135638461588385], [2.475321341824419, 49.12854757538215], [2.499171771546621, 49.12229342443442], [2.50321207843752, 49.117737327078956], [2.49139655402574, 49.11144991721328], [2.490147867042733, 49.10634371837188], [2.483986067545059, 49.10697226693582], [2.48285063588866, 49.112099569587976], [2.462905281964219, 49.11204222658774], [2.449811226020722, 49.100841902823625], [2.44112051111031, 49.10365583894717], [2.425732379334004, 49.09202316116507], [2.410341095263492, 49.092331166040104], [2.41013553724933, 49.09722273793969], [2.397645796702926, 49.10143882582222], [2.391022374271339, 49.10169431263145], [2.391149959818152, 49.110182998802635], [2.395923568233461, 49.115774114710675], [2.408446918571138, 49.12654028005061], [2.411171361871183, 49.13407444286055], [2.420984409198382, 49.134355460087164], [2.428138491754465, 49.141876904551786], [2.439131105394289, 49.141732773805664]]]}";95352;24.0;59.0;77.0;133.0;148;147.45;177.19;180.07;8.57525
49.1234066897, 2.37864259279;"{""type"": ""Polygon"", ""coordinates"": [[[2.411171361871183, 49.13407444286055], [2.408446918571138, 49.12654028005061], [2.383180099858142, 49.127389540139944], [2.383897134264771, 49.11770410209979], [2.395923568233461, 49.115774114710675], [2.391149959818152, 49.110182998802635], [2.361656449130873, 49.10707266102635], [2.355165778910265, 49.111956917420564], [2.354621310965462, 49.121633157781176], [2.373500310870619, 49.13834613791596], [2.382009071901793, 49.135510416542544], [2.389126150271858, 49.13941922939347], [2.411171361871183, 49.13407444286055]]]}";95652;50.0;114.0;118.0;169.0;183;183.12;182.14;190.16;8.079411
49.1304023623, 2.26409166221;"{""type"": ""Polygon"", ""coordinates"": [[[2.278138309797911, 49.13539629118154], [2.279136315599008, 49.12577460607047], [2.262366767216211, 49.124326124212], [2.234676578149711, 49.130204046454615], [2.258655079198046, 49.13200342719446], [2.263993582330154, 49.13614357975567], [2.267990992911648, 49.13939240870979], [2.278138309797911, 49.13539629118154]]]}";95436;3.0;35.0;48.0;65.0;47;47.0;46.32;45.74;6.225165
49.1099561998, 1.77694498715;"{""type"": ""Polygon"", ""coordinates"": [[[1.793240013896029, 49.115031881586894], [1.781754592198724, 49.10449103294861], [1.777468776502122, 49.089838641741885], [1.755106513643526, 49.08766790358548], [1.754067827370921, 49.08982993337956], [1.759694847376567, 49.102808297680866], [1.776867489101763, 49.10788459029738], [1.781492195749177, 49.11810511984043], [1.767039986181217, 49.123879629281376], [1.771921814191364, 49.12954237999934], [1.798140892342147, 49.1317189635253], [1.793240013896029, 49.115031881586894]]]}";95379;0.0;4.0;2.0;7.0;5;4.99;4.97;3.94;4.000001
49.107414518, 2.23489426211;"{""type"": ""Polygon"", ""coordinates"": [[[2.262366767216211, 49.124326124212], [2.260834088325158, 49.11415436536398], [2.254920656537132, 49.111371550466465], [2.262861583805547, 49.10499211259486], [2.260334277330291, 49.10074589361387], [2.250573078272662, 49.0907930260932], [2.251391199760807, 49.084858440373935], [2.235860358127252, 49.08739076843614], [2.213989330629902, 49.08950971087589], [2.212943692569512, 49.086046387196305], [2.206451566113651, 49.086956453218896], [2.208303230330641, 49.090960305416054], [2.20930972377385, 49.093587303844544], [2.209397671365067, 49.112598018744684], [2.217246912810993, 49.123982249142834], [2.234676578149711, 49.130204046454615], [2.262366767216211, 49.124326124212]]]}";95313;153.0;337.0;358.0;515.0;477;518.8;558.79;527.27;9.289889
49.1163167224, 1.92755323888;"{""type"": ""Polygon"", ""coordinates"": [[[1.950534144196496, 49.11923085906527], [1.930174605310444, 49.10093196352311], [1.926092695647386, 49.102653038822965], [1.913793079481247, 49.107910608641454], [1.916971234326195, 49.11110239145989], [1.91347679528784, 49.11315664224312], [1.915345131732026, 49.1150511821434], [1.908372525725039, 49.11973761629017], [1.908865259787126, 49.12371030518184], [1.91524616969843, 49.126660609137204], [1.931393413086634, 49.129353708196405], [1.940283096157754, 49.12130020731706], [1.950534144196496, 49.11923085906527]]]}";95483;3.0;5.0;11.0;18.0;17;17.0;17.87;18.04;6.093192
49.1120303463, 2.2866798768;"{""type"": ""Polygon"", ""coordinates"": [[[2.313393728151953, 49.12276517512195], [2.320038281778487, 49.1248256766396], [2.318670735267439, 49.11758633848595], [2.310329437681754, 49.11371784141526], [2.315372475298784, 49.1096092319169], [2.308882694737325, 49.10425716256495], [2.307870865750284, 49.10004889189755], [2.300276282918839, 49.09638840473827], [2.291865124390682, 49.1009084204391], [2.282015465845664, 49.09959823253733], [2.260334277330291, 49.10074589361387], [2.262861583805547, 49.10499211259486], [2.254920656537132, 49.111371550466465], [2.260834088325158, 49.11415436536398], [2.262366767216211, 49.124326124212], [2.279136315599008, 49.12577460607047], [2.305640214581361, 49.12028133422321], [2.313393728151953, 49.12276517512195]]]}";95504;49.0;89.0;100.0;139.0;124;124.0;124.68;124.26;6.720431
49.100559191, 2.09526607601;"{""type"": ""Polygon"", ""coordinates"": [[[2.105652595015817, 49.113506141740984], [2.117014925363644, 49.09370843028629], [2.084335958249602, 49.08417177688848], [2.084171530239353, 49.08419839285222], [2.085123285181236, 49.09088211695763], [2.072856256583076, 49.10082752846335], [2.09211752797456, 49.11635576678552], [2.105652595015817, 49.113506141740984]]]}";95341;1.0;6.0;7.0;9.0;11;11.02;10.97;6.81;3.57092
49.0875160122, 1.63445045275;"{""type"": ""Polygon"", ""coordinates"": [[[1.658557047674335, 49.09602228784856], [1.652989729792389, 49.095557546776796], [1.650597414841019, 49.09821419175451], [1.645019147107936, 49.09558166872616], [1.645642261903313, 49.08136737677632], [1.620754347070125, 49.07367836038312], [1.614832762788809, 49.071419906057514], [1.608798964835784, 49.07775785269509], [1.620184145616448, 49.083679844131815], [1.633164443598463, 49.09042842447013], [1.633484888294733, 49.10063754221759], [1.642740296904853, 49.098216788247676], [1.648261547870417, 49.1004939944746], [1.642552830229435, 49.10543217022442], [1.649787153914033, 49.10823662186127], [1.658557047674335, 49.09602228784856]]]}";95523;8.0;11.0;16.0;24.0;18;18.0;17.45;17.23;7.964599
