Geometry X Y;Geometry;INSEE;CHOM75;CHOM82;CHOM90;CHOM99;CHOM2006;CHOM2007;CHOM2008;Chom2009;TxChom2009
48.7777609722, 3.00106243758;"{""type"": ""Polygon"", ""coordinates"": [[[3.006920051496826, 48.78803009851169], [3.026311908578499, 48.75837184864536], [3.020309438296458, 48.749154062624534], [3.013344595005321, 48.751012270436746], [2.992809889627947, 48.76452318692663], [2.982426615827228, 48.774726753630894], [2.982800134818092, 48.80247742084657], [3.005832206457272, 48.80836100838448], [3.001691812632414, 48.797053871372], [3.006920051496826, 48.78803009851169]]]}";77176;17.0;32.0;79.0;98.0;94;95.0;94.93;95.47;7.700321
48.7977069957, 2.54080448923;"{""type"": ""Polygon"", ""coordinates"": [[[2.571449278373738, 48.799173653190955], [2.555273425365719, 48.79203851775543], [2.553735012337043, 48.79818353047046], [2.547361579966296, 48.79750302568567], [2.54603964385773, 48.79066194706101], [2.532598468236316, 48.79211566205177], [2.522339250840191, 48.78202493289176], [2.517929202310449, 48.785458267689144], [2.517102200061878, 48.78632288440308], [2.52291143992514, 48.793112089559834], [2.522407861662988, 48.804066117586856], [2.525795654141201, 48.807109113967165], [2.551224882609489, 48.80323323510523], [2.558404945087414, 48.807563043023755], [2.558114820480415, 48.803552814662794], [2.566467076027166, 48.805074080188284], [2.571449278373738, 48.799173653190955]]]}";94019;350.0;653.0;747.0;1049.0;1022;901.12;974.98;957.56;10.608485
48.7839055703, 1.61642081481;"{""type"": ""Polygon"", ""coordinates"": [[[1.628264790767557, 48.803553921292], [1.640744395360272, 48.79220958965508], [1.632892874328266, 48.786297884694704], [1.640665953300672, 48.77934002522168], [1.636989704902328, 48.77563034996754], [1.619807863007148, 48.77163852555805], [1.615119820252358, 48.772175495135656], [1.605649896789473, 48.774983923610286], [1.584789482149039, 48.76339981164522], [1.581560259275218, 48.765536775348515], [1.587791493032249, 48.77362680482491], [1.590861346427956, 48.78031985939727], [1.602493047697575, 48.78144765100867], [1.605033929752924, 48.78818184158895], [1.61780428534873, 48.788829680136615], [1.606730999632749, 48.79588182749184], [1.619975322270734, 48.80155959004386], [1.624712640003124, 48.805375374811604], [1.628264790767557, 48.803553921292]]]}";78381;6.0;13.0;22.0;25.0;23;22.22;25.52;25.76;6.598986
48.783583302, 2.45485148343;"{""type"": ""Polygon"", ""coordinates"": [[[2.474781998291529, 48.787676958861745], [2.476954241257349, 48.78098369599016], [2.471570927486824, 48.772878741534356], [2.477201905394717, 48.762665163065996], [2.473662572459447, 48.761689269309215], [2.468264073501022, 48.76228916014519], [2.466355553310241, 48.76590643293827], [2.44083446482107, 48.771858868079434], [2.435546508371097, 48.76721434203745], [2.432404103532158, 48.766513590782466], [2.42802641011934, 48.776141420844354], [2.432659149018044, 48.786650117781754], [2.43933177635199, 48.78868564852568], [2.436834921100881, 48.79232094046157], [2.447369085170855, 48.79824640065369], [2.448524950718268, 48.80379380107617], [2.464067508672395, 48.80742854673172], [2.474781998291529, 48.787676958861745]]]}";94028;1261.0;2827.0;3728.0;5058.0;5736;5689.53;5912.4;5923.29;13.173187
48.7796336441, 1.67728775006;"{""type"": ""Polygon"", ""coordinates"": [[[1.7266353939544, 48.79836726328707], [1.722714510661373, 48.797303029915994], [1.726876475278482, 48.78647979695214], [1.718786125722213, 48.778234611733794], [1.700560164666154, 48.78084126367401], [1.703407110815828, 48.77206194145695], [1.694263967462681, 48.775248251142926], [1.692823275219367, 48.76987128203218], [1.706419355527126, 48.76840948679233], [1.716536924619902, 48.76218786672018], [1.715060588432525, 48.75623544839112], [1.694663914049662, 48.757965917104165], [1.696764734626445, 48.760657658918745], [1.685143443371611, 48.76415301563001], [1.668260343290163, 48.76223860401509], [1.667000531605509, 48.7658913726433], [1.648193796982928, 48.76438533662756], [1.644455555694298, 48.76126007569289], [1.638410636412808, 48.76552186539187], [1.629646912886159, 48.76094429455171], [1.619807863007148, 48.77163852555805], [1.636989704902328, 48.77563034996754], [1.640665953300672, 48.77934002522168], [1.632892874328266, 48.786297884694704], [1.640744395360272, 48.79220958965508], [1.703179815752204, 48.79952536915816], [1.7266353939544, 48.79836726328707]]]}";78263;13.0;30.0;49.0;86.0;63;64.75;66.0;66.98;5.469047
48.7837969624, 2.19752701931;"{""type"": ""Polygon"", ""coordinates"": [[[2.226669567516494, 48.78161053540391], [2.226572872607239, 48.77611586709139], [2.22597552411568, 48.77128459025851], [2.209963441246569, 48.769291060751236], [2.20060929548912, 48.7721939115866], [2.200695015884368, 48.7756742132335], [2.190233511243982, 48.77514864123457], [2.161922007774745, 48.782212975219295], [2.168202961588282, 48.78795983242145], [2.182954078995337, 48.79724326535508], [2.202565725967706, 48.79842813196366], [2.211657395937292, 48.78815075446867], [2.223257589928635, 48.78601363694054], [2.226669567516494, 48.78161053540391]]]}";78640;236.0;499.0;540.0;646.0;644;645.65;664.28;607.38;5.850395
48.7492428148, 2.72595981699;"{""type"": ""Polygon"", ""coordinates"": [[[2.74195921855567, 48.76551176071356], [2.736164170694248, 48.75873360700411], [2.755258009561207, 48.72926738171164], [2.703328494078323, 48.72898772402947], [2.697494110932939, 48.73048117402121], [2.707012934770956, 48.73692646805411], [2.709051813059411, 48.74740243979782], [2.703690862214981, 48.74865390152497], [2.714344389590063, 48.76015692435917], [2.709581678426048, 48.772600733558996], [2.713928728898681, 48.77531126880078], [2.730007725146431, 48.78004114040002], [2.726833981716736, 48.77095125966039], [2.737940330242032, 48.77322387839804], [2.74195921855567, 48.76551176071356]]]}";77215;188.0;267.0;275.0;398.0;374;380.08;382.56;385.0;9.574733
48.7560676488, 2.90662473899;"{""type"": ""Polygon"", ""coordinates"": [[[2.937219364333403, 48.75606155685531], [2.932649809102991, 48.75262580462211], [2.912362580203519, 48.74127947744702], [2.888958919712346, 48.74099072369393], [2.884939927150399, 48.75757523495289], [2.893064611525126, 48.77017101264578], [2.898994469414272, 48.77603232793207], [2.937219364333403, 48.75606155685531]]]}";77144;4.0;3.0;11.0;16.0;9;12.36;12.16;12.0;8.163265
48.7570765536, 2.32667358678;"{""type"": ""Polygon"", ""coordinates"": [[[2.332647902418874, 48.76467637064238], [2.344059684367981, 48.75649280764252], [2.337340767184955, 48.74822873601989], [2.330500685123039, 48.74816562680411], [2.323673159928667, 48.75213984289308], [2.320723110109879, 48.74879417512378], [2.31163706465821, 48.75292920374414], [2.311337762855004, 48.75313597024748], [2.310943154466131, 48.75354055548671], [2.311106156682348, 48.753927490336004], [2.315765643685406, 48.7666619353928], [2.332647902418874, 48.76467637064238]]]}";94034;480.0;771.0;880.0;1059.0;1031;982.75;956.58;1023.1;8.395703
48.7195865312, 2.95383844966;"{""type"": ""Polygon"", ""coordinates"": [[[2.968276313403591, 48.74898687405412], [2.966621207196868, 48.740695420717486], [2.972435854799022, 48.73604964311964], [2.965709429431941, 48.732013142951615], [2.978924586698308, 48.72788345969454], [2.999180022094201, 48.72796520822865], [3.005786363080355, 48.725930095355174], [3.00940904033283, 48.712338106948074], [2.977459682590493, 48.690057819861536], [2.965804302935792, 48.68675051151404], [2.96578111157955, 48.68706539669262], [2.965743090238635, 48.68728143997682], [2.964956381944314, 48.687366727368335], [2.964837206710909, 48.68761019837252], [2.964151657782574, 48.68770700524199], [2.963611309388175, 48.689359788345044], [2.961667838186819, 48.690558763561256], [2.960797305182384, 48.69168374158901], [2.96002447920455, 48.69268178241428], [2.946935509771635, 48.690945181774474], [2.946738675076614, 48.68707024204024], [2.942949004786348, 48.687054541101126], [2.932838534614049, 48.688678199164706], [2.926424853908435, 48.69096917424454], [2.914858469426259, 48.70208427805999], [2.918243151004251, 48.704558082827404], [2.910019494832469, 48.70780134238856], [2.905255174095956, 48.70891446378121], [2.924341278893047, 48.72280055407339], [2.92401111165052, 48.72823404554514], [2.909136652705178, 48.72795910820951], [2.913859159283061, 48.73196412693238], [2.912362580203519, 48.74127947744702], [2.932649809102991, 48.75262580462211], [2.937219364333403, 48.75606155685531], [2.941199689424323, 48.76015032947733], [2.949753625261388, 48.762208991844496], [2.955243407859745, 48.752979393918565], [2.965650105838845, 48.75317420373333], [2.968276313403591, 48.74898687405412]]]}";77264;15.0;32.0;39.0;41.0;61;61.65;61.57;70.7;8.555158
48.7323184167, 3.42878198908;"{""type"": ""Polygon"", ""coordinates"": [[[3.467070967355167, 48.723245611285584], [3.458718801515312, 48.724191629664325], [3.449723072315201, 48.720070840849104], [3.426383659950034, 48.7038381084025], [3.419566970013002, 48.707797445700905], [3.410269368321742, 48.714612807310004], [3.412339973867438, 48.728065833836204], [3.404091660974781, 48.738387278745016], [3.388214067372834, 48.74372439132213], [3.39440844184743, 48.745978383420336], [3.399104420471513, 48.75510823139185], [3.408335877946143, 48.75238660622954], [3.423442146489089, 48.75405123617625], [3.428542614521694, 48.758391415045665], [3.436356611735923, 48.75311786701095], [3.438239248862437, 48.73922230617388], [3.44542377443567, 48.73639150278062], [3.469675163560969, 48.73795157712315], [3.467070967355167, 48.723245611285584]]]}";77424;3.0;6.0;6.0;12.0;13;13.48;14.0;14.64;9.589038
48.7445680729, 2.48949456868;"{""type"": ""Polygon"", ""coordinates"": [[[2.473662572459447, 48.761689269309215], [2.483481443104956, 48.75641627161036], [2.493011016571263, 48.75929025166983], [2.504329468370403, 48.74369871363609], [2.510514687955969, 48.74714266304901], [2.516969925706221, 48.7385355642912], [2.510036418638413, 48.73475138452508], [2.484665280960781, 48.72913976275113], [2.473506711725044, 48.739612284468876], [2.468264073501022, 48.76228916014519], [2.473662572459447, 48.761689269309215]]]}";94044;276.0;541.0;560.0;865.0;772;811.93;844.98;931.83;9.412704
48.7496662211, 2.35224232529;"{""type"": ""Polygon"", ""coordinates"": [[[2.368623528527852, 48.757612637833454], [2.36929608673764, 48.74613773478183], [2.362823406526518, 48.746094444746674], [2.353615086905424, 48.738803097683586], [2.337286303348689, 48.74184390370016], [2.330500685123039, 48.74816562680411], [2.337340767184955, 48.74822873601989], [2.344059684367981, 48.75649280764252], [2.346100511528222, 48.7602246369264], [2.368623528527852, 48.757612637833454]]]}";94065;68.0;73.0;71.0;182.0;184;183.71;184.28;206.59;6.356945
48.7338180565, 3.19671833284;"{""type"": ""Polygon"", ""coordinates"": [[[3.234859929071608, 48.73886824333883], [3.234774803017562, 48.73263646083381], [3.233538791828503, 48.723634788372095], [3.217773526713739, 48.719144357158335], [3.207445706841833, 48.71785168675921], [3.193550119216544, 48.72130792522681], [3.191897141941388, 48.71606822857746], [3.179138647362692, 48.719463963923], [3.163556416410015, 48.733005309481726], [3.165599924679635, 48.733260247113975], [3.164842145655602, 48.73756458159784], [3.172381368492515, 48.74121474919513], [3.172006608389303, 48.748285050535834], [3.166154718271146, 48.748327829904305], [3.160074037677634, 48.75016286789146], [3.160894176873708, 48.755346096119126], [3.164253714021803, 48.756985503053755], [3.171602039974152, 48.7515088702814], [3.181261644766333, 48.75331725234637], [3.188787121098915, 48.749591889606826], [3.192553313452274, 48.75032948753049], [3.203245852856258, 48.74630092397088], [3.199745492270478, 48.74215767605513], [3.201215210920309, 48.741588719379116], [3.209476601394009, 48.73839103602538], [3.213845584210104, 48.74154132252244], [3.234859929071608, 48.73886824333883]]]}";77113;3.0;10.0;21.0;32.0;49;49.44;50.8;27.35;5.222437
48.7426956523, 2.39450863452;"{""type"": ""Polygon"", ""coordinates"": [[[2.406003931974205, 48.75104029544165], [2.427653879278123, 48.75096207632784], [2.436970793171986, 48.74490213392078], [2.407120221586241, 48.74222674536912], [2.40270928390974, 48.738038791859665], [2.388378239690356, 48.73700305605179], [2.384986059584011, 48.72988231928068], [2.370317094941325, 48.727675395143905], [2.36929608673764, 48.74613773478183], [2.38939121614232, 48.75105249209318], [2.406003931974205, 48.75104029544165]]]}";94054;810.0;1449.0;1428.0;1770.0;1850;1817.68;1783.6;1774.77;17.384867
48.7228341194, 2.6770652743;"{""type"": ""Polygon"", ""coordinates"": [[[2.703328494078323, 48.72898772402947], [2.695402126999951, 48.706144194031246], [2.6736568424414, 48.70129151118001], [2.668930985494459, 48.70567589349606], [2.649456842489216, 48.69425619451729], [2.643711624340514, 48.69438872883039], [2.642568661644102, 48.7029259712677], [2.655534650291685, 48.70789042503456], [2.655525990949247, 48.71290843288789], [2.649644802553375, 48.71553264800536], [2.651820238594376, 48.73289176850156], [2.661306482301538, 48.732469468318236], [2.673388672600023, 48.74405315513681], [2.703690862214981, 48.74865390152497], [2.709051813059411, 48.74740243979782], [2.707012934770956, 48.73692646805411], [2.697494110932939, 48.73048117402121], [2.703328494078323, 48.72898772402947]]]}";77114;12.0;53.0;50.0;107.0;109;93.04;93.52;94.0;4.888196
48.7050790946, 3.34632763585;"{""type"": ""Polygon"", ""coordinates"": [[[3.370371868308368, 48.680095973681325], [3.349639556491462, 48.687081734465295], [3.336431641183534, 48.679365246483556], [3.331163058895211, 48.680085972649835], [3.328934662215402, 48.68392010890355], [3.328129560101278, 48.685534777062145], [3.322255838668891, 48.687745089244494], [3.308646025154941, 48.691252799272156], [3.311039633618846, 48.701826683835485], [3.305885551376728, 48.702985918424226], [3.305410735995479, 48.711416896186904], [3.311887011704211, 48.71806174808654], [3.353406324315084, 48.72127775145453], [3.356911970653877, 48.73051879261117], [3.362341869393571, 48.73158162165343], [3.365279699892818, 48.74271079193774], [3.368968400983464, 48.74288425577377], [3.372006612563988, 48.7320373051394], [3.367939542190338, 48.72405190563068], [3.378867619232101, 48.7220636767928], [3.381309105854688, 48.711437771080625], [3.370371868308368, 48.680095973681325]]]}";77066;1.0;2.0;9.0;8.0;17;16.89;17.36;13.46;8.536587
48.7304853532, 3.26880598123;"{""type"": ""Polygon"", ""coordinates"": [[[3.279705156327283, 48.73901810324311], [3.29128288819381, 48.728722931324015], [3.273622491697066, 48.7141743664853], [3.267527898617634, 48.72707176354244], [3.253419906018455, 48.732973422511726], [3.234774803017562, 48.73263646083381], [3.234859929071608, 48.73886824333883], [3.242158105712639, 48.73793804407302], [3.267025020693934, 48.73568695646507], [3.276734462321233, 48.74083238656781], [3.279705156327283, 48.73901810324311]]]}";77250;2.0;2.0;7.0;5.0;5;4.87;4.76;6.54;8.791208
48.7208706468, 2.53060520841;"{""type"": ""Polygon"", ""coordinates"": [[[2.536737464017107, 48.728133922611775], [2.553431209275501, 48.722204127017235], [2.554135474928903, 48.715404257857614], [2.529719869688728, 48.70616776102166], [2.518711461849695, 48.7128315305341], [2.510036418638413, 48.73475138452508], [2.516969925706221, 48.7385355642912], [2.529655181389934, 48.72806520656567], [2.536737464017107, 48.728133922611775]]]}";94075;91.0;143.0;249.0;299.0;316;289.17;292.58;296.0;6.269858
48.707255008, 3.2466974331;"{""type"": ""Polygon"", ""coordinates"": [[[3.273622491697066, 48.7141743664853], [3.272211334106056, 48.70487773114677], [3.281528975198893, 48.70254334028738], [3.278296797410768, 48.693270895991375], [3.263656360381952, 48.69858041092611], [3.261184467977678, 48.687628535904715], [3.246725675033126, 48.679821993761585], [3.23458072615951, 48.6788573561509], [3.231115250209595, 48.6832644581188], [3.235020408081136, 48.68894447198166], [3.226411699766005, 48.69444417365365], [3.218290759718195, 48.69305949590115], [3.218065556035165, 48.70442051074279], [3.217773526713739, 48.719144357158335], [3.233538791828503, 48.723634788372095], [3.234774803017562, 48.73263646083381], [3.253419906018455, 48.732973422511726], [3.267527898617634, 48.72707176354244], [3.273622491697066, 48.7141743664853]]]}";77032;7.0;13.0;22.0;37.0;32;32.68;33.0;33.48;8.943091
48.7036024782, 2.42770714438;"{""type"": ""Polygon"", ""coordinates"": [[[2.443024193206287, 48.72056233153522], [2.434400214361518, 48.70990472584937], [2.454676782792575, 48.682538652660924], [2.444564769727209, 48.67882574350092], [2.425977707387715, 48.69590103819413], [2.421163950651876, 48.692991093011], [2.400637302786877, 48.70199722492976], [2.405760340036776, 48.71264157206851], [2.41419336418424, 48.71776196339529], [2.436018709328706, 48.724309643327466], [2.43963601516181, 48.725196700729704], [2.443024193206287, 48.72056233153522]]]}";91657;555.0;1090.0;1109.0;1565.0;1460;1437.42;1509.78;1587.69;12.439456
